REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,Continent_comp_loc,Sub-region_comp_loc,Continent_origin,Sub-region_origin
1061.0,Kah Kow,Dominican Republic,2013.0,Dominican Republic,"Rizek Cacao, Cibao Valley, Rizek",70.0,"5- B,S,C,V,L","raisins, prunes",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
1069.0,Kah Kow,Dominican Republic,2013.0,Dominican Republic,"Rizek Cacao, Domin. Rep.",55.0,"5- B,S,C,V,L","very sweet, basic cocoa",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
1073.0,Kah Kow,Dominican Republic,2013.0,Dominican Republic,"Rizek Cacao, Domin. Rep.",62.0,"5- B,S,C,V,L","candy-like, peanut butter",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
1069.0,Kah Kow,Dominican Republic,2013.0,Dominican Republic,"Rizek Cacao, Domin. Rep.",82.0,"5- B,S,C,V,L","nutty, sour milk, off note",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
2422.0,Kah Kow - USA,Dominican Republic,2019.0,Dominican Republic,"Dominican Nacional, Collection 01",68.0,"4- B,S,C,L","creamy, floral, dried fruit",3.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
2454.0,Kah Kow - USA,U.S.A.,2019.0,Dominican Republic,"Los Bejucos, Collection 01, Rizek",65.0,"4- B,S,C,L","creamy, distinct, dried fruit",3.75,Americas,Northern America,Americas,Latin America and the Caribbean
2390.0,Kah Kow - USA,Dominican Republic,2019.0,Dominican Republic,Mata Larga,71.5,"3- B,S,C","creamy, balanced, fig, cocoa",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
2394.0,Kah Kow - USA,Dominican Republic,2019.0,Dominican Republic,El Antiguo (Monet Plata & Duarte ),70.0,"3- B,S,C","sandy, sweet, acidic",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
2454.0,Kah Kow - USA,U.S.A.,2019.0,Dominican Republic,"El Valle, Collection 01, Rizek",72.0,"4- B,S,C,L","creamy, black tea, vegetal",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
2334.0,Kaitxo,Spain,2019.0,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75.0,"3- B,S,C","base cocoa, fruit, fatty",3.25,Europe,Southern Europe,Africa,Sub-Saharan Africa
2338.0,Kaitxo,Spain,2019.0,Nicaragua,"San Juan Coop, El Castillero",75.0,"3- B,S,C","spicy, tobacco",3.0,Europe,Southern Europe,Americas,Latin America and the Caribbean
2338.0,Kaitxo,Spain,2019.0,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75.0,"3- B,S,C","muted, grapes, astringent",3.0,Europe,Southern Europe,Americas,Latin America and the Caribbean
387.0,Kakao,Germany,2009.0,Vanuatu,Vanuatu,65.0,,"cocoa, strong distinct spice",3.75,Europe,Western Europe,Oceania,Melanesia
837.0,Kakao,Germany,2012.0,Peru,Peru,64.0,,"chewy, vanilla, metallic",2.5,Europe,Western Europe,Americas,Latin America and the Caribbean
241.0,Kallari (Ecuatoriana),Ecuador,2008.0,Ecuador,Sisa's Secret/ original micro,70.0,"4- B,S,C,V","intense, mint, marshmallow",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
241.0,Kallari (Ecuatoriana),Ecuador,2008.0,Ecuador,Sisa 36hr/ W. F. blend prototype,70.0,"4- B,S,C,V","creamy, mild marshmallow",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
248.0,Kallari (Ecuatoriana),Ecuador,2008.0,Ecuador,Diego 60hr/ W.F. blend prototype,85.0,"4- B,S,C,V","spicy, mild bitter",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
269.0,Kallari (Ecuatoriana),Ecuador,2008.0,Ecuador,Cacao Nacional W.F.,85.0,"4- B,S,C,V","fruity,floral,cooling sensation",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
245.0,Kallari (Ecuatoriana),Ecuador,2008.0,Ecuador,Roberto,75.0,"4- B,S,C,V","sweet, vanilla, coffee",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
248.0,Kallari (Ecuatoriana),Ecuador,2008.0,Ecuador,Diego 48hr/ W.F. blend prototype,85.0,"4- B,S,C,V","creamy, nutty, bitter, flat",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
248.0,Kallari (Ecuatoriana),Ecuador,2008.0,Ecuador,Diego/ original micro,85.0,"4- B,S,C,V","crumbly, vanilla, bitter",2.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
263.0,Kallari (Ecuatoriana),Ecuador,2008.0,Ecuador,Cacao Nacional W.F.,75.0,"4- B,S,C,V","grassy, earthy, coffee",2.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
404.0,Kaoka (Cemoi),France,2009.0,Blend,Noir,70.0,,mild bitter and chemical off,2.75,Europe,Western Europe,Blend,Blend
423.0,Kaoka (Cemoi),France,2009.0,Ecuador,Ecuador,80.0,,"spicy, floral, bitter",2.75,Europe,Western Europe,Americas,Latin America and the Caribbean
1133.0,Kerchner,U.S.A.,2013.0,Dominican Republic,"La Red, Project Reserva, Guaconejo",70.0,"3- B,S,C","fatty, dark berry, grassy",3.75,Americas,Northern America,Americas,Latin America and the Caribbean
431.0,Ki' Xocolatl,Mexico,2009.0,Mexico,Dark,72.0,"5- B,S,C,V,L","sweet, vanilla domintates, nut",2.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
2478.0,Kin + Pod,Canada,2020.0,Colombia,"Tumaco, batch 113",70.0,"3- B,S,C","poor finish, cocoa, grassy",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
1251.0,Kiskadee,U.S.A.,2014.0,Dominican Republic,"La Red, Guanconjeco",60.0,"2- B,S","gritty, overly sweet, citrus",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
2016.0,Krak,Netherlands,2017.0,Mexico,Xoconusco,70.0,"2- B,S","medium roast, nutty",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean
1968.0,Krak,Netherlands,2017.0,Belize,Belize,70.0,"2- B,S","gritty, sour, berries",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean
1968.0,Krak,Netherlands,2017.0,Vietnam,Vietnam,70.0,"2- B,S","sticky, molasses, sour",3.0,Europe,Western Europe,Asia,South-eastern Asia
2044.0,Krak,Netherlands,2018.0,Mexico,"Xoconusco, triple turned",70.0,"2- B,S","intense, high acidity",3.75,Europe,Western Europe,Americas,Latin America and the Caribbean
2068.0,Krak,Netherlands,2018.0,Philippines,Kablon Farm,70.0,"2- B,S","nuts, dried fruit, grassy",3.25,Europe,Western Europe,Asia,South-eastern Asia
2064.0,Krak,Netherlands,2018.0,Madagascar,Mava Sa Ferme D'ottange,70.0,"2- B,S","roasty, nutty",3.0,Europe,Western Europe,Africa,Sub-Saharan Africa
2282.0,Krak,Netherlands,2019.0,Papua New Guinea,Gazelle,70.0,"2- B,S","astringent, smomkey cocoa",3.25,Europe,Western Europe,Oceania,Melanesia
2286.0,Krak,Netherlands,2019.0,Colombia,H. Betulia B6,70.0,"2- B,S","light color,",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean
1422.0,Kto,U.S.A.,2014.0,Madagascar,Sambirano Valley,72.0,"3- B,S,C","strawberry, intense, sour",3.25,Americas,Northern America,Africa,Sub-Saharan Africa
1426.0,Kto,U.S.A.,2014.0,Belize,Belize,90.0,"2- B,S","intense, spicy, pungent",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
1426.0,Kto,U.S.A.,2014.0,Dominican Republic,Elvesia,72.0,"3- B,S,C","spicy, molasses, earthy",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
1426.0,Kto,U.S.A.,2014.0,Dominican Republic,ROIG,72.0,"3- B,S,C","earthy, fatty, tea",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
1422.0,Kto,U.S.A.,2014.0,Belize,Belize,72.0,"3- B,S,C","nutty, sour milk",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
1422.0,Kto,U.S.A.,2014.0,Venezuela,Ocumare,72.0,"3- B,S,C","nutty, pungent, sour",2.75,Americas,Northern America,Americas,Latin America and the Caribbean
1422.0,Kto,U.S.A.,2014.0,Peru,San Martin,72.0,"2- B,S","intense, pungent, tangy",2.5,Americas,Northern America,Americas,Latin America and the Caribbean
1852.0,K'ul,U.S.A.,2016.0,Brazil,"Bahia, Fazenda Camboa",70.0,"4- B,S,C,L","creamy, mild flavors",3.75,Americas,Northern America,Americas,Latin America and the Caribbean
1852.0,K'ul,U.S.A.,2016.0,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70.0,"4- B,S,C,L",oranges,3.75,Americas,Northern America,Americas,Latin America and the Caribbean
1840.0,K'ul,U.S.A.,2016.0,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70.0,"4- B,S,C,L","spicy, vanilla, dairy",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
1852.0,K'ul,U.S.A.,2016.0,Peru,"Maranon, Fortunato No. 4",70.0,"4- B,S,C,L","astringent, unbalanced, off",2.75,Americas,Northern America,Americas,Latin America and the Caribbean
1359.0,Kyya,U.S.A.,2014.0,Dominican Republic,Hispaniola,72.5,"5-B,S,C,V,Sa","vanilla, candy-like, sour milk",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
1363.0,Kyya,U.S.A.,2014.0,Madagascar,Madagascar,72.5,"5-B,S,C,V,Sa",mild vanilla and mild fruit,3.0,Americas,Northern America,Africa,Sub-Saharan Africa
1359.0,Kyya,U.S.A.,2014.0,Uganda,Uganda,72.5,"5-B,S,C,V,Sa","vanilla, earth, cardboard",2.5,Americas,Northern America,Africa,Sub-Saharan Africa
1363.0,Kyya,U.S.A.,2014.0,Ecuador,Ecuador,72.5,"5-B,S,C,V,Sa","intense, bourbon, vanilla",2.5,Americas,Northern America,Americas,Latin America and the Caribbean
431.0,L.A. Burdick (Felchlin),U.S.A.,2009.0,Madagascar,Madagascar,64.0,"5- B,S,C,V,L","smooth, rich, lemon",3.5,Americas,Northern America,Africa,Sub-Saharan Africa
451.0,L.A. Burdick (Felchlin),U.S.A.,2009.0,Bolivia,Bolivian,68.0,"5- B,S,C,V,L","rich, spice, cheese",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
576.0,L.A. Burdick (Felchlin),U.S.A.,2010.0,Dominican Republic,Dominican Republic,74.0,"5- B,S,C,V,L","simple, rich hot cocoa",3.75,Americas,Northern America,Americas,Latin America and the Caribbean
576.0,L.A. Burdick (Felchlin),U.S.A.,2010.0,Grenada,Grenada,75.0,"5- B,S,C,V,L","creamy, cocoa, spice",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
597.0,L.A. Burdick (Felchlin),U.S.A.,2010.0,Venezuela,Venzuela,71.0,"5- B,S,C,V,L","cocoa, nutty, acidic, burning",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
682.0,L.A. Burdick (Felchlin),U.S.A.,2011.0,Ecuador,Quito,74.0,"5- B,S,C,V,L","spicy, roasty, coffee",3.75,Americas,Northern America,Americas,Latin America and the Caribbean
891.0,L.A. Burdick (Felchlin),U.S.A.,2012.0,Brazil,Brazil,70.0,"5- B,S,C,V,L","creamy, woody, nutty",4.0,Americas,Northern America,Americas,Latin America and the Caribbean
927.0,L.A. Burdick (Felchlin),U.S.A.,2012.0,Venezuela,Chuao,68.0,"5- B,S,C,V,L","berry, rich cocoa dominates",3.75,Americas,Northern America,Americas,Latin America and the Caribbean
891.0,L.A. Burdick (Felchlin),U.S.A.,2012.0,Peru,Peru,74.0,"5- B,S,C,V,L","floral, soapy, earthy",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
2426.0,La Cascade du Chocolat,U.S.A.,2019.0,Fiji,"Fiji, batch 51019",68.0,"3- B,S,C","unrefined, sweet, basic cocoa",3.0,Americas,Northern America,Oceania,Melanesia
1892.0,La Chocolaterie Nanairo,Japan,2016.0,Belize,"Belize, 2014 Harvest, Batch 9",70.0,,"nutty, fatty",3.0,Asia,Eastern Asia,Americas,Latin America and the Caribbean
1892.0,La Chocolaterie Nanairo,Japan,2016.0,Peru,"Tumbes, 2013 Harvest, Batch 8",70.0,,"grit, earthy, musty",3.0,Asia,Eastern Asia,Americas,Latin America and the Caribbean
1892.0,La Chocolaterie Nanairo,Japan,2016.0,Peru,"Lumas, 2015 Harvest, Batch 7",70.0,,"metallic, cardboard, fruit",2.5,Asia,Eastern Asia,Americas,Latin America and the Caribbean
1892.0,La Chocolaterie Nanairo,Japan,2016.0,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar",70.0,,"molasses, cardboard, off note",2.25,Asia,Eastern Asia,Americas,Latin America and the Caribbean
2138.0,La Chorena,U.S.A.,2018.0,Belize,"Maya Mtn, Toledo",70.0,"4- B,S,C,L","molasses, high acidity",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
2138.0,La Chorena,U.S.A.,2018.0,Guatemala,"Lachua, Cacao Verapaz",70.0,"2- B,S","tart, molasses, grits",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
2138.0,La Chorena,U.S.A.,2018.0,Dominican Republic,Oko Caribe,70.0,"2- B,S","anise, spicy, earthy",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
2138.0,La Chorena,U.S.A.,2018.0,Peru,Maranon,75.0,"2- B,S","earthy, molasses, dried fruit",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
2254.0,La Feverie (Hasnaa),France,2018.0,Belize,"Maya Mtn, 2017 harvest",70.0,"2- B,S","fruit, cocoa, grape",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean
2254.0,La Feverie (Hasnaa),France,2018.0,Guatemala,"Asochivite, 2017 harvest",70.0,"2- B,S","dry, melon, cocoa",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean
2358.0,La Feverie (Hasnaa),France,2019.0,Peru,"Piura Blanco, 2018 harvest",72.0,"2- B,S","sandy, grapes",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean
230.0,La Maison du Chocolat (Valrhona),France,2008.0,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74.0,"4- B,S,C,L","roasty, dark berry, rich",3.5,Europe,Western Europe,Blend,Blend
445.0,La Maison du Chocolat (Valrhona),France,2009.0,Blend,Orinoco,60.0,"4- B,S,C,L","cocoa, caramel, sweet",3.75,Europe,Western Europe,Blend,Blend
346.0,La Maison du Chocolat (Valrhona),France,2009.0,Venezuela,"Porcelana, Pariguan",69.0,"4- B,S,C,L","nutty, grassy, rich cocoa",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean
346.0,La Maison du Chocolat (Valrhona),France,2009.0,Ghana,Akosombo,68.0,"4- B,S,C,L","rich cocoa, burning sensation",3.25,Europe,Western Europe,Africa,Sub-Saharan Africa
439.0,La Maison du Chocolat (Valrhona),France,2009.0,Blend,Kuruba,60.0,"4- B,S,C,L","rich, sweet, cocoa, intense",3.0,Europe,Western Europe,Blend,Blend
741.0,La Maison du Chocolat (Valrhona),France,2011.0,Grenada,Grenada,68.0,"4- B,S,C,L","rich, vegetal, banana, spice",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean
891.0,La Maison du Chocolat (Valrhona),France,2012.0,Dominican Republic,Loma Sotavento,66.0,"4- B,S,C,L","nutty, pear, sour milk",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean
1145.0,La Maison du Chocolat (Valrhona),France,2013.0,Trinidad and Tobago,Tobago,60.0,"4- B,S,C,L","creamy, rich, dairy, nutty",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean
1189.0,La Maison du Chocolat (Valrhona),France,2013.0,Ecuador,"Acarigua, w/ nibs",56.0,"4- B,S,C,L","sweet, nutty, cocoa",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean
1121.0,La Maison du Chocolat (Valrhona),France,2013.0,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74.0,"4- B,S,C,L","brownie, cocoa, sour, sweet",2.75,Europe,Western Europe,Blend,Blend
721.0,La Oroquidea,Peru,2011.0,Peru,Peruvian Amazon,72.0,,"peanut butter, burnt rubber",2.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
713.0,La Pepa de Oro,Ecuador,2011.0,Ecuador,Vinces,60.0,,"sweet, fudgey, tang",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
2182.0,La Rifa,Mexico,2018.0,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70.0,"2- B,S","rich cocoa, mild fruit & nut",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
2186.0,La Rifa,Mexico,2018.0,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70.0,"2- B,S","citrus,prononced orange",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
2186.0,La Rifa,Mexico,2018.0,Mexico,"Xoconusco, Chiapas, Coop CASFA",70.0,"2- B,S","mild hammy, roasty, sour",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
1434.0,Laia aka Chat-Noir,France,2014.0,Cuba,Cuba,70.0,"4- B,S,C,L","fatty, roasty, coffee, off note",2.75,Europe,Western Europe,Americas,Latin America and the Caribbean
1438.0,Laia aka Chat-Noir,France,2014.0,Blend,Trinidad-Tobago,68.0,"4- B,S,C,L","nutty, woody, leathery",2.75,Europe,Western Europe,Blend,Blend
1642.0,Laia aka Chat-Noir,France,2015.0,Vietnam,"Lam Dong, Batch 153",75.0,"4- B,S,C,L","creamy, mild honey, floral",3.75,Europe,Western Europe,Asia,South-eastern Asia
1638.0,Laia aka Chat-Noir,France,2015.0,Sao Tome,"Sao Tome, Batch 151",75.0,"4- B,S,C,L","rich, roasty, nutty, smoke",3.5,Europe,Western Europe,Africa,Sub-Saharan Africa
1590.0,Laia aka Chat-Noir,France,2015.0,Peru,"Peru, Batch 51/100",75.0,"4- B,S,C,L","sandy, fatty, roasty, fruit",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean
1642.0,Laia aka Chat-Noir,France,2015.0,Brazil,"Bahia, Batch 148",75.0,"4- B,S,C,L","smokey, rich cocoa, spice",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean
1590.0,Laia aka Chat-Noir,France,2015.0,Cuba,"Cuba, Batch 59/100",75.0,"4- B,S,C,L","slight burnt, astringent, fruit",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean
1594.0,Laia aka Chat-Noir,France,2015.0,Ivory Coast,"Ivory Coast, Batch 56/100",75.0,"4- B,S,C,L","roasty, nutty, rich cocoa",3.0,Europe,Western Europe,Africa,Sub-Saharan Africa
1590.0,Laia aka Chat-Noir,France,2015.0,Madagascar,"Madagascar, Batch 59/100",75.0,"4- B,S,C,L","roasty, sour, cardboard",2.75,Europe,Western Europe,Africa,Sub-Saharan Africa
1590.0,Laia aka Chat-Noir,France,2015.0,Vietnam,"Vietnam, Batch 50/100",75.0,"4- B,S,C,L","gritty, roasty, waxy, off",2.75,Europe,Western Europe,Asia,South-eastern Asia
927.0,Lajedo do Ouro,Brazil,2012.0,Brazil,Catongo,70.0,,"floral, caramel",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean
327.0,Lake Champlain (Callebaut),U.S.A.,2009.0,Tanzania,Tanzania,75.0,,"dry, roasty, toffee",2.5,Americas,Northern America,Africa,Sub-Saharan Africa
833.0,L'Amourette,U.S.A.,2012.0,Venezuela,Carenero Superior,75.0,"5- B,S,C,V,L","chalky, fatty, sweet",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
833.0,L'Amourette,U.S.A.,2012.0,Venezuela,Rio Caribe,75.0,"5- B,S,C,V,L","chalky, cocoa, tangy",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
853.0,L'Amourette,U.S.A.,2012.0,Blend,"Peru, Ecuador, Venezuela",72.0,"5- B,S,C,V,L","fatty, nutty, woody",3.0,Americas,Northern America,Blend,Blend
1784.0,L'Amourette,U.S.A.,2016.0,Nicaragua,Rugoso,80.0,"2- B,S","spicy, grassy, roasty",3.5,Americas,Northern America,Americas,Latin America and the Caribbean
2048.0,Land,U.K.,2018.0,Nicaragua,"Nicaliso, Bocay",73.0,"3- B,S,C","complex, dairy, roasty",3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean
2048.0,Land,U.K.,2018.0,Honduras,San Pedro Sula,70.0,"3- B,S,C","sandy, rich cocoa",3.25,Europe,Northern Europe,Americas,Latin America and the Caribbean
2048.0,Land,U.K.,2018.0,Nicaragua,Nueva Guinea,71.0,"3- B,S,C","simple, earthy, cocoa",3.0,Europe,Northern Europe,Americas,Latin America and the Caribbean
1972.0,Landmark (Amano),U.S.A.,2017.0,Bolivia,"Tranquilidad, Itinez Province",74.0,"3- B,S,C","well balanced, melon",3.75,Americas,Northern America,Americas,Latin America and the Caribbean
2266.0,Legast,Belgium,2019.0,Peru,Piura,70.0,"3- B,S,C","sandy, light color, grape",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean
2262.0,Legast,Belgium,2019.0,Costa Rica,Upala,70.0,"3- B,S,C","base cocoa, mild ham, woody",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean
2266.0,Legast,Belgium,2019.0,Colombia,"Chucuri, finca los lagos el Carmen",70.0,"3- B,S,C","sandy, off, hammy",2.75,Europe,Western Europe,Americas,Latin America and the Caribbean
1371.0,Letterpress,U.S.A.,2014.0,Peru,Maranura,70.0,"2- B,S","intense, sticky, cocoa",3.5,Americas,Northern America,Americas,Latin America and the Caribbean
1562.0,Letterpress,U.S.A.,2015.0,Trinidad and Tobago,"San Juan Estate, Gran Couva",70.0,"2- B,S","cocoa, spice, fruit",3.5,Americas,Northern America,Americas,Latin America and the Caribbean
1566.0,Letterpress,U.S.A.,2015.0,Tanzania,Kokoa Kamili,70.0,"2- B,S","subtle, spicy, banana",3.5,Americas,Northern America,Africa,Sub-Saharan Africa
1562.0,Letterpress,U.S.A.,2015.0,Bolivia,Beniamo,70.0,"2- B,S","dried fruit, nutty, mushroom",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
1566.0,Letterpress,U.S.A.,2015.0,Dominican Republic,"La Red, Guaconejo",70.0,"2- B,S","red fruit, brownie",3.25,Americas,Northern America,Americas,Latin America and the Caribbean
1566.0,Letterpress,U.S.A.,2015.0,Costa Rica,San Andres,70.0,"2- B,S","roasty, black pepper, woody",3.0,Americas,Northern America,Americas,Latin America and the Caribbean
1728.0,Letterpress,U.S.A.,2016.0,Liberia,Liberia,70.0,"2- B,S","floral, black licorice",3.25,Americas,Northern America,Africa,Sub-Saharan Africa
